Glass ID,Panel,REVCnt,Slit1-2,Slit3-4,Slit4-5,Slit5-6,Slit5-Dam2,Dam2-Crack Stop,溢流结果
AVT561101RA,EA5,174,A,D,E,F,B,C,Slit5-6
